date,open,high,low,close,adjusted_close,volume
2015-10-27,40.51,41.14,39.49,40.87,4.087,407000
2015-10-28,41.0,41.15,40.12,41.15,4.115,222000
2015-10-29,41.13,41.91,39.7,41.61,4.161,259000
2015-10-30,41.32,42.36,41.0,42.06,4.206,314000
2015-11-02,42.36,43.99,40.52,40.52,4.052,514000
2015-11-03,41.19,41.5,39.16,41.3,4.13,665000
2015-11-04,43.99,44.24,38.94,41.5,4.15,1145000
2015-11-05,42.72,44.06,41.42,41.72,4.172,654000
2015-11-06,42.75,43.0,41.9,41.9,4.19,586000
2015-11-09,42.1,42.1,39.55,40.1,4.01,650000
2015-11-10,40.96,40.96,37.36,38.16,3.816,697000
2015-11-11,38.2,38.2,36.8,37.37,3.737,211000
2015-11-12,37.02,39.54,36.84,38.39,3.839,243000
2015-11-13,39.21,39.78,37.5,37.92,3.792,542000
2015-11-16,38.31,38.31,35.37,36.56,3.656,816000
2015-11-17,35.05,36.0,34.0,35.24,3.524,1097000
2015-11-18,35.78,37.34,35.47,37.34,3.734,810000
2015-11-19,37.33,39.44,36.98,39.18,3.918,648000
2015-11-20,39.49,39.49,37.0,37.62,3.762,558000
2015-11-23,37.75,38.78,37.29,38.74,3.874,301000
2015-11-24,38.2,38.2,35.73,35.98,3.598,1035000
2015-11-25,36.09,36.58,35.0,35.24,3.524,366000
2015-11-26,35.97,36.75,35.5,36.36,3.636,223000
2015-11-27,36.16,36.2,35.32,36.2,3.62,266000
2015-11-30,36.02,36.02,35.05,35.24,3.524,1186000
2015-12-01,35.22,35.7,34.98,35.21,3.521,592000
2015-12-02,35.25,35.43,34.51,35.29,3.529,315000
2015-12-03,35.86,35.86,35.07,35.75,3.575,167000
2015-12-04,36.03,36.45,35.9,36.32,3.632,287000
2015-12-07,36.11,36.56,35.95,36.3,3.63,194000
2015-12-08,36.01,36.39,35.5,35.99,3.599,147000
2015-12-09,35.59,35.59,33.25,33.66,3.366,733000
2015-12-10,33.31,34.33,33.31,34.07,3.407,183000
2015-12-11,33.9,34.22,33.62,34.08,3.408,141000
2015-12-14,34.0,34.14,33.3,33.55,3.355,173000
2015-12-15,33.31,35.02,33.3,34.94,3.494,392000
2015-12-16,35.5,36.34,35.01,36.16,3.616,257000
2015-12-17,36.71,37.44,36.4,37.0,3.7,719000
2015-12-18,37.19,37.19,35.35,35.35,3.535,454000
2015-12-21,35.7,36.06,33.64,34.14,3.414,399000
2015-12-22,34.12,34.55,33.88,34.43,3.443,219000
2015-12-23,34.06,35.1,34.06,34.5,3.45,111000
2015-12-24,34.61,35.25,34.59,34.99,3.499,45000
2015-12-29,34.79,35.6,34.67,34.8,3.48,361000
2015-12-30,35.11,37.0,35.11,36.09,3.609,333000
2015-12-31,36.21,36.25,34.94,35.6,3.56,183000
2016-01-04,35.48,36.0,34.15,35.92,3.592,366000
2016-01-05,36.16,36.82,35.24,35.45,3.545,500000
2016-01-06,35.13,35.66,34.0,35.61,3.561,187000
2016-01-07,35.57,35.75,34.75,34.76,3.476,282000
2016-01-08,34.89,35.7,34.89,35.15,3.515,182000
2016-01-11,35.37,35.37,33.5,33.89,3.389,387000
2016-01-12,34.45,35.08,33.5,33.8,3.38,482000
2016-01-13,33.96,33.96,30.63,30.68,3.068,461000
2016-01-14,30.28,30.52,28.56,29.59,2.959,392000
2016-01-15,29.44,29.44,26.84,28.9,2.89,600000
2016-01-18,28.18,28.93,28.15,28.59,2.859,109000
2016-01-19,30.74,31.29,29.5,29.56,2.956,551000
2016-01-20,29.49,30.31,27.2,29.73,2.973,516000
2016-01-21,29.44,33.3,29.44,32.6,3.26,765000
2016-01-22,33.45,33.48,32.05,32.7,3.27,354000
2016-01-25,33.29,33.71,32.3,33.1,3.31,391000
2016-01-26,33.28,33.28,31.75,32.51,3.251,221000
2016-01-27,32.12,32.7,31.03,31.03,3.103,468000
2016-01-28,31.19,32.0,30.92,31.61,3.161,285000
2016-01-29,31.34,32.68,31.29,32.5,3.25,846000
2016-02-01,33.06,33.06,32.1,32.72,3.272,100000
2016-02-02,32.69,33.01,31.2,31.76,3.176,399000
2016-02-03,31.77,31.77,30.36,31.67,3.167,840000
2016-02-04,32.16,32.52,31.44,32.23,3.223,544000
2016-02-05,32.37,32.37,29.65,30.41,3.041,549000
2016-02-08,29.21,29.88,27.81,28.44,2.844,538000
2016-02-09,28.03,29.0,27.34,27.53,2.753,229000
2016-02-10,28.41,28.5,27.67,27.75,2.775,244000
2016-02-11,28.41,28.41,26.35,26.95,2.695,201000
2016-02-12,27.03,27.38,25.85,26.81,2.681,328000
2016-02-16,28.96,29.64,27.64,28.48,2.848,2663000
2016-02-17,28.96,34.26,28.96,30.7,3.07,1908000
2016-02-18,31.49,31.5,28.3,28.34,2.834,1467000
2016-02-19,28.78,28.78,27.5,28.34,2.834,851000
2016-02-22,28.72,29.2,28.32,29.16,2.916,542000
2016-02-23,29.51,29.51,27.0,27.71,2.771,680000
2016-02-24,27.89,28.95,27.27,28.71,2.871,598000
2016-02-25,29.03,29.58,28.38,29.38,2.938,389000
2016-02-26,29.64,29.85,29.0,29.79,2.979,456000
2016-02-29,29.92,30.9,29.64,30.13,3.013,1524000
2016-03-01,30.12,30.62,29.9,30.41,3.041,447000
2016-03-02,30.47,32.74,30.4,32.53,3.253,752000
2016-03-03,32.56,34.41,31.75,32.61,3.261,834000
2016-03-04,32.83,33.93,32.82,33.51,3.351,400000
2016-03-07,33.95,34.39,33.03,34.24,3.424,693000
2016-03-08,34.99,36.15,34.82,35.88,3.588,1039000
2016-03-09,36.36,36.36,34.53,34.59,3.459,736000
2016-03-10,35.27,35.27,33.65,34.03,3.403,591000
2016-03-11,34.33,35.4,34.12,35.37,3.537,423000
2016-03-14,35.94,35.94,34.89,35.28,3.528,409000
2016-03-15,35.29,35.29,34.34,34.59,3.459,504000
2016-03-16,34.67,35.49,34.25,35.16,3.516,419000
2016-03-17,35.02,35.49,34.7,35.22,3.522,294000
2016-03-18,36.15,37.48,35.8,36.99,3.699,1211000
2016-03-21,37.41,37.55,36.16,36.67,3.667,532000
2016-03-22,36.66,36.77,35.31,35.84,3.584,800000
2016-03-23,35.67,35.95,34.43,34.58,3.458,479000
2016-03-24,35.99,36.41,34.95,35.85,3.585,353000
2016-03-28,36.68,36.68,35.52,36.37,3.637,404000
2016-03-29,36.57,36.88,36.2,36.6,3.66,325000
2016-03-30,36.86,37.08,35.96,36.1,3.61,449000
2016-03-31,36.5,36.92,35.96,36.72,3.672,441000
2016-04-01,36.65,37.26,36.2,37.03,3.703,564000
2016-04-04,37.52,39.09,37.52,38.12,3.812,935000
2016-04-05,38.37,38.37,37.71,37.9,3.79,334000
2016-04-06,37.95,38.95,37.92,38.66,3.866,336000
2016-04-07,38.66,38.98,38.14,38.4,3.84,267000
2016-04-08,38.5,38.86,38.05,38.33,3.833,256000
2016-04-11,39.31,39.31,38.07,38.11,3.811,407000
2016-04-12,38.1,38.43,37.8,37.95,3.795,438000
2016-04-13,38.62,38.75,38.0,38.22,3.822,378000
2016-04-14,38.59,39.78,38.26,39.78,3.978,472000
2016-04-15,39.78,39.93,39.3,39.83,3.983,284000
2016-04-18,39.99,40.84,39.22,40.35,4.035,526000
2016-04-19,40.5,40.99,40.0,40.5,4.05,522000
2016-04-20,40.88,40.9,39.85,39.85,3.985,448000
2016-04-21,40.0,40.32,39.86,40.18,4.018,245000
2016-04-22,40.16,40.52,39.5,40.25,4.025,300000
2016-04-25,40.62,40.62,39.1,39.59,3.959,304000
2016-04-26,39.75,39.77,39.06,39.76,3.976,211000
2016-04-27,40.1,40.27,39.53,40.19,4.019,302000
2016-04-28,40.25,40.3,39.71,39.89,3.989,274000
2016-04-29,39.89,40.36,39.73,39.94,3.994,351000
2016-05-02,39.8,39.8,38.75,39.42,3.942,1011000
2016-05-03,39.33,39.7,38.9,39.19,3.919,326000
2016-05-04,39.0,39.59,36.0,38.19,3.819,2018000
2016-05-05,38.23,38.23,36.25,36.78,3.678,1426000
2016-05-06,36.39,36.66,35.52,35.91,3.591,691000
2016-05-09,35.81,35.81,33.5,34.37,3.437,815000
2016-05-10,34.31,34.64,33.88,34.46,3.446,576000
2016-05-11,34.47,34.47,33.49,33.79,3.379,733000
2016-05-12,33.53,34.81,33.53,34.61,3.461,569000
2016-05-13,34.65,35.11,33.85,34.03,3.403,785000
2016-05-16,34.09,34.2,33.55,33.71,3.371,448000
2016-05-17,33.94,34.79,33.71,34.59,3.459,494000
2016-05-18,34.95,35.45,34.11,34.37,3.437,651000
2016-05-19,34.34,34.5,33.8,34.02,3.402,569000
2016-05-20,34.38,34.66,34.15,34.25,3.425,329000
2016-05-24,34.53,35.82,34.49,35.57,3.557,709000
2016-05-25,35.82,36.9,35.55,36.71,3.671,709000
2016-05-26,36.93,36.93,35.83,36.01,3.601,574000
2016-05-27,36.35,37.37,36.17,37.27,3.727,440000
2016-05-30,37.73,38.81,37.28,38.2,3.82,617000
2016-05-31,37.99,38.58,37.4,38.47,3.847,5003000
2016-06-01,39.4,41.0,39.18,40.57,4.057,2551000
2016-06-02,40.61,40.61,38.98,39.12,3.912,903000
2016-06-03,39.06,39.06,37.95,38.28,3.828,596000
2016-06-06,38.76,38.76,38.02,38.43,3.843,361000
2016-06-07,38.52,38.64,37.77,38.14,3.814,295000
2016-06-08,38.08,38.54,37.76,38.25,3.825,296000
2016-06-09,38.44,38.44,37.32,37.44,3.744,275000
2016-06-10,37.27,37.27,35.9,36.12,3.612,439000
2016-06-13,36.06,36.23,35.54,35.82,3.582,464000
2016-06-14,35.76,37.36,35.76,37.32,3.732,362000
2016-06-15,37.57,38.0,37.01,37.1,3.71,424000
2016-06-16,37.6,37.6,36.4,36.71,3.671,362000
2016-06-17,36.62,37.45,36.35,37.26,3.726,538000
2016-06-20,37.65,38.54,36.95,38.14,3.814,1910000
2016-06-21,38.13,38.42,37.76,38.25,3.825,1160000
2016-06-22,38.43,38.43,37.81,38.24,3.824,385000
2016-06-23,38.56,40.24,37.97,39.87,3.987,1020000
2016-06-24,38.0,39.0,37.02,37.86,3.786,828000
2016-06-27,37.88,37.88,34.45,35.51,3.551,983000
2016-06-28,36.37,37.18,35.6,37.16,3.716,1075000
2016-06-29,37.91,39.4,37.91,39.35,3.935,1136000
2016-06-30,39.58,40.39,38.95,39.76,3.976,652000
2016-07-04,40.5,40.8,39.62,40.18,4.018,260000
2016-07-05,40.13,40.13,39.29,39.61,3.961,416000
2016-07-06,39.4,39.89,39.15,39.68,3.968,433000
2016-07-07,39.64,39.7,39.34,39.48,3.948,329000
2016-07-08,39.66,40.63,39.66,40.44,4.044,457000
2016-07-11,40.43,41.9,40.43,41.8,4.18,572000
2016-07-12,41.64,43.2,41.64,42.36,4.236,1144000
2016-07-13,42.59,42.92,41.4,41.47,4.147,399000
2016-07-14,41.99,42.0,41.15,41.41,4.141,334000
2016-07-15,41.5,42.0,41.15,41.8,4.18,345000
2016-07-18,42.5,42.72,41.55,41.72,4.172,306000
2016-07-19,42.23,43.54,42.0,43.32,4.332,908000
2016-07-20,42.77,43.88,42.77,43.2,4.32,646000
2016-07-21,43.24,43.57,42.11,42.85,4.285,287000
2016-07-22,43.24,44.0,42.58,43.18,4.318,447000
2016-07-25,43.41,43.69,43.0,43.13,4.313,253000
2016-07-26,43.35,43.35,42.09,42.93,4.293,354000
2016-07-27,42.99,44.27,42.99,43.8,4.38,323000
2016-07-28,43.82,45.52,43.82,45.14,4.514,616000
2016-07-29,45.2,45.37,43.95,44.75,4.475,531000
2016-08-02,44.74,45.02,42.94,43.93,4.393,693000
2016-08-03,46.0,48.54,44.0,48.01,4.801,2729000
2016-08-04,47.51,48.11,46.39,47.96,4.796,968000
2016-08-05,49.0,49.27,47.96,48.86,4.886,685000
2016-08-08,49.31,50.93,49.13,50.53,5.053,959000
2016-08-09,50.84,51.41,50.22,50.85,5.085,487000
2016-08-10,50.87,51.87,50.87,51.37,5.137,867000
2016-08-11,51.84,53.11,51.6,51.71,5.171,975000
2016-08-12,51.51,52.49,50.58,51.06,5.106,731000
2016-08-15,51.53,51.54,50.27,50.43,5.043,688000
2016-08-16,49.5,50.71,47.66,49.38,4.938,1427000
2016-08-17,50.18,50.86,49.64,49.8,4.98,1158000
2016-08-18,49.89,51.95,49.65,51.36,5.136,859000
2016-08-19,52.43,55.4,51.81,55.4,5.54,3368000
2016-08-22,55.26,55.26,53.6,55.04,5.504,990000
2016-08-23,55.01,56.3,53.87,53.96,5.396,997000
2016-08-24,54.29,55.11,52.65,52.9,5.29,818000
2016-08-25,52.9,53.14,52.1,52.61,5.261,1132000
2016-08-26,52.51,54.15,52.51,54.07,5.407,593000
2016-08-29,54.49,54.49,53.67,53.85,5.385,425000
2016-08-30,54.48,54.48,53.5,54.02,5.402,273000
2016-08-31,54.05,54.4,53.64,54.4,5.44,1785000
2016-09-01,54.45,54.45,52.31,53.35,5.335,955000
2016-09-02,53.4,56.92,53.35,55.04,5.504,994000
2016-09-06,55.54,55.95,54.74,55.58,5.558,576000
2016-09-07,56.0,56.0,54.64,55.22,5.522,699000
2016-09-08,55.24,56.0,54.72,55.86,5.586,479000
2016-09-09,55.74,55.78,53.11,53.55,5.355,834000
2016-09-12,52.99,55.3,52.22,54.37,5.437,782000
2016-09-13,54.39,54.54,52.62,53.53,5.353,651000
2016-09-14,53.99,54.86,53.56,54.0,5.4,843000
2016-09-15,54.54,55.305,53.88,54.95,5.495,750000
2016-09-16,55.49,55.49,53.95,54.68,5.468,980000
2016-09-19,55.21,59.03,55.06,56.88,5.688,1503000
2016-09-20,56.88,57.25,54.88,56.12,5.612,1045000
2016-09-21,56.62,58.52,56.4,58.29,5.829,1110000
2016-09-22,58.99,58.99,56.93,57.33,5.733,1202000
2016-09-23,58.02,58.02,56.5,57.18,5.718,671000
2016-09-26,57.02,57.37,56.52,56.98,5.698,487000
2016-09-27,57.28,58.04,57.11,58.01,5.801,698000
2016-09-28,56.58,57.04,54.0,56.09,5.609,2399000
2016-09-29,55.83,57.58,55.83,56.59,5.659,976000
2016-09-30,56.83,56.87,56.1,56.29,5.629,392000
2016-10-03,57.49,57.49,55.52,56.4,5.64,787000
2016-10-04,57.53,57.99,56.9,57.27,5.727,932000
2016-10-05,57.79,58.31,57.25,57.88,5.788,723000
2016-10-06,57.88,58.0,57.18,57.73,5.773,646000
2016-10-07,58.0,59.13,57.66,59.1,5.91,636000
2016-10-11,58.95,58.95,55.67,56.04,5.604,1519000
2016-10-12,56.11,56.66,55.33,56.25,5.625,936000
2016-10-13,55.56,55.82,53.31,55.59,5.559,1317000
2016-10-14,55.97,57.3,55.97,56.31,5.631,756000
2016-10-17,56.24,56.24,54.8,55.17,5.517,517000
2016-10-18,55.78,55.88,55.33,55.76,5.576,534000
2016-10-19,55.76,57.84,55.6,57.01,5.701,728000
2016-10-20,57.62,57.66,56.55,57.15,5.715,491000
2016-10-21,57.36,58.23,56.96,57.96,5.796,857000
2016-10-24,58.5,59.0,58.3,58.81,5.881,647000
2016-10-25,59.0,59.0,57.56,58.08,5.808,633000
2016-10-26,58.11,58.4,57.39,57.47,5.747,561000
2016-10-27,57.65,58.26,55.34,55.34,5.534,964000
2016-10-28,55.55,55.71,54.67,54.7,5.47,823000
2016-10-31,55.25,55.89,54.79,55.58,5.558,473000
2016-11-01,56.1,56.13,54.75,54.94,5.494,375000
2016-11-02,56.0,60.21,56.0,58.29,5.829,1976000
2016-11-03,57.99,57.99,51.78,54.04,5.404,2115000
2016-11-04,54.45,54.5,52.3,52.52,5.252,783000
2016-11-07,54.43,54.43,52.97,53.75,5.375,893000
2016-11-08,53.8,55.26,53.28,55.02,5.502,746000
2016-11-09,53.51,55.35,53.03,54.32,5.432,1071000
2016-11-10,55.02,56.0,53.28,54.02,5.402,941000
2016-11-11,54.07,54.07,52.76,53.73,5.373,761000
2016-11-14,54.22,54.22,51.17,51.36,5.136,933000
2016-11-15,50.84,54.29,50.84,53.65,5.365,1214000
2016-11-16,53.74,54.62,53.41,54.3,5.43,565000
2016-11-17,54.62,56.91,54.3,56.91,5.691,1081000
2016-11-18,57.48,59.78,57.0,59.55,5.955,1506000
2016-11-21,59.7,60.93,59.0,60.23,6.023,1060000
2016-11-22,60.6,60.6,57.2,57.81,5.781,1030000
2016-11-23,58.22,58.55,57.49,58.1,5.81,709000
2016-11-24,58.49,59.0,58.46,58.62,5.862,369000
2016-11-25,58.96,59.04,58.21,58.99,5.899,445000
2016-11-28,58.82,58.82,56.8,56.94,5.694,791000
2016-11-29,57.27,57.97,57.0,57.33,5.733,568000
2016-11-30,57.96,57.96,55.89,56.38,5.638,1238000
2016-12-01,56.0,56.27,52.8,52.86,5.286,2331000
2016-12-02,52.83,53.59,51.46,52.08,5.208,2073000
2016-12-05,53.02,54.56,52.51,54.02,5.402,1270000
2016-12-06,54.99,54.99,53.45,54.41,5.441,912000
2016-12-07,54.79,54.79,53.19,54.11,5.411,983000
2016-12-08,54.45,56.69,53.66,56.17,5.617,1212000
2016-12-09,56.87,57.55,55.11,55.8,5.58,903000
2016-12-12,56.32,56.32,55.05,55.38,5.538,745000
2016-12-13,55.37,55.94,55.02,55.46,5.546,464000
2016-12-14,55.54,55.63,54.44,55.6,5.56,1469000
2016-12-15,55.53,57.19,55.31,56.62,5.662,832000
2016-12-16,57.14,57.14,56.04,56.25,5.625,389000
2016-12-19,56.36,57.39,56.02,56.18,5.618,629000
2016-12-20,56.18,56.26,55.0,55.29,5.529,593000
2016-12-21,55.66,55.66,54.48,54.65,5.465,492000
2016-12-22,54.95,55.17,53.75,54.3,5.43,812000
2016-12-23,54.98,56.0,54.4,55.93,5.593,584000
2016-12-28,58.5,60.0,58.18,58.72,5.872,1442000
2016-12-29,59.45,59.45,57.44,58.18,5.818,671000
2016-12-30,58.47,58.47,57.25,57.7,5.77,311000
2017-01-03,58.22,58.4,56.6,57.65,5.765,836000
2017-01-04,57.96,59.02,57.15,58.86,5.886,847000
2017-01-05,58.8,63.43,58.5,63.16,6.316,2683000
2017-01-06,62.98,63.05,60.34,62.03,6.203,1985000
2017-01-09,62.12,62.86,61.75,62.54,6.254,792000
2017-01-10,62.44,64.74,62.28,63.34,6.334,1310000
2017-01-11,63.75,64.47,62.56,63.74,6.374,1442000
2017-01-12,64.0,64.0,62.56,63.83,6.383,797000
2017-01-13,63.9,64.88,63.02,63.14,6.314,1149000
2017-01-16,63.82,64.0,63.3,64.0,6.4,304000
2017-01-17,64.37,64.97,63.0,64.61,6.461,1445000
2017-01-18,64.99,66.31,64.22,66.17,6.617,1557000
2017-01-19,66.69,68.21,66.28,67.47,6.747,1755000
2017-01-20,67.96,68.58,66.5,66.71,6.671,1677000
2017-01-23,67.0,67.13,65.38,65.53,6.553,1591000
2017-01-24,66.22,66.22,64.5,65.23,6.523,1593000
2017-01-25,65.89,67.94,65.68,67.04,6.704,1149000
2017-01-26,68.0,68.0,66.31,66.8,6.68,1072000
2017-01-27,66.86,67.8,66.86,67.7,6.77,1077000
2017-01-30,67.97,67.97,65.47,66.4,6.64,1434000
2017-01-31,65.98,66.13,65.31,66.04,6.604,663000
2017-02-01,67.23,67.5,66.2,66.7,6.67,656000
2017-02-02,66.54,68.5,66.5,68.22,6.822,1520000
2017-02-03,68.5,68.5,66.86,67.89,6.789,995000
2017-02-06,68.3,69.0,67.27,68.93,6.893,742000
2017-02-07,69.46,70.6,69.33,69.89,6.989,1366000
2017-02-08,70.57,70.57,69.42,70.24,7.024,1188000
2017-02-09,70.64,72.25,70.45,71.69,7.169,1388000
2017-02-10,72.41,73.5,71.84,72.24,7.224,1764000
2017-02-13,73.3,74.9,72.37,73.22,7.322,2041000
2017-02-14,73.59,73.59,72.28,73.24,7.324,1676000
2017-02-15,72.91,80.41,71.23,79.22,7.922,5877000
2017-02-16,80.0,81.4,77.78,79.71,7.971,2921000
2017-02-17,80.0,80.79,78.68,80.66,8.066,1665000
2017-02-21,82.0,84.05,81.44,82.89,8.289,2544000
2017-02-22,83.1,84.09,81.41,83.81,8.381,2158000
2017-02-23,84.29,84.29,81.09,82.25,8.225,2241000
2017-02-24,81.0,81.39,79.48,81.17,8.117,2647000
2017-02-27,81.0,81.12,78.43,78.84,7.884,2342000
2017-02-28,78.49,80.66,78.47,78.87,7.887,2142000
2017-03-01,79.99,80.12,78.8,79.55,7.955,1747000
2017-03-02,80.01,81.15,79.5,80.08,8.008,1434000
2017-03-03,80.23,80.99,79.29,80.65,8.065,1272000
2017-03-06,80.63,80.63,78.62,79.55,7.955,1002000
2017-03-07,79.54,81.33,79.42,80.76,8.076,1240000
2017-03-08,81.35,82.81,80.83,82.17,8.217,1771000
2017-03-09,82.5,84.47,81.96,84.2,8.42,1584000
2017-03-10,85.38,86.5,84.2,86.35,8.635,2026000
2017-03-13,87.0,87.69,86.01,87.36,8.736,1727000
2017-03-14,87.28,87.32,85.6,86.05,8.605,2105000
2017-03-15,86.22,86.56,84.86,86.39,8.639,2104000
2017-03-16,86.77,86.99,85.98,86.99,8.699,1014000
2017-03-17,87.46,89.82,86.92,89.14,8.914,1672000
2017-03-20,89.98,92.0,89.55,92.0,9.2,1898000
2017-03-21,92.58,95.0,89.08,90.0,9.0,4645000
2017-03-22,89.58,90.34,86.73,88.91,8.891,2291000
2017-03-23,89.35,91.06,89.04,90.3,9.03,2025000
2017-03-24,91.06,93.68,90.62,92.3,9.23,1718000
2017-03-27,91.24,94.53,90.1,94.46,9.446,2402000
2017-03-28,94.62,97.5,94.46,96.74,9.674,3035000
2017-03-29,97.68,97.68,94.8,97.0,9.7,2220000
2017-03-30,96.71,96.87,91.35,92.32,9.232,4576000
2017-03-31,90.41,92.32,89.23,90.71,9.071,3525000
2017-04-03,90.92,92.79,90.0,92.79,9.279,1955000
2017-04-04,93.01,94.0,91.48,91.85,9.185,2012000
2017-04-05,92.22,93.3,90.93,91.4,9.14,1800000
2017-04-06,91.49,92.42,91.07,91.8,9.18,1256000
2017-04-07,91.6,92.37,91.38,92.34,9.234,829000
2017-04-10,92.25,93.5,91.8,92.29,9.229,1270000
2017-04-11,92.09,92.98,90.05,91.91,9.191,1695000
2017-04-12,92.31,93.04,91.72,91.88,9.188,1326000
2017-04-13,91.99,95.32,91.45,94.25,9.425,2420000
2017-04-17,95.09,95.95,94.1,95.5,9.55,1409000
2017-04-18,95.69,96.49,94.73,95.81,9.581,1487000
2017-04-19,96.3,98.92,96.29,97.79,9.779,2820000
2017-04-20,99.14,102.75,98.86,102.71,10.271,3470000
2017-04-21,105.25,105.25,101.35,103.17,10.317,2857000
2017-04-24,105.0,105.24,101.63,102.56,10.256,2430000
2017-04-25,103.68,104.15,101.34,103.9,10.39,2254000
2017-04-26,101.97,102.0,98.42,101.05,10.105,4517000
2017-04-27,99.71,101.41,96.73,99.76,9.976,2814000
2017-04-28,100.24,103.84,99.98,103.72,10.372,2463000
2017-05-01,103.43,106.34,102.22,106.07,10.607,3786000
2017-05-02,110.87,115.64,106.5,113.94,11.394,8017000
2017-05-03,112.3,114.61,110.67,112.19,11.219,3885000
2017-05-04,113.48,113.59,111.33,111.82,11.182,3224000
2017-05-05,112.45,117.57,112.45,116.83,11.683,3018000
2017-05-08,118.62,119.2,117.5,118.81,11.881,2836000
2017-05-09,119.99,125.13,119.22,122.63,12.263,3308000
2017-05-10,122.74,127.72,122.65,127.15,12.715,3980000
2017-05-11,128.7,128.7,121.99,125.81,12.581,4281000
2017-05-12,125.72,130.27,124.73,128.14,12.814,2922000
2017-05-15,128.89,130.85,127.54,128.97,12.897,3223000
2017-05-16,129.28,130.42,126.1,128.9,12.89,5378000
2017-05-17,126.54,127.0,122.0,122.55,12.255,5607000
2017-05-18,114.37,126.67,110.14,125.32,12.532,9063000
2017-05-19,123.83,124.83,118.49,120.33,12.033,6878000
2017-05-23,122.78,122.87,121.05,122.12,12.212,4673000
2017-05-24,122.31,123.28,121.26,122.3,12.23,2287000
2017-05-25,122.7,123.39,120.25,121.67,12.167,2964000
2017-05-26,121.73,122.53,121.07,122.29,12.229,2843000
2017-05-29,122.94,124.65,122.74,124.2,12.42,1668000
2017-05-30,123.18,125.75,120.82,121.91,12.191,5009000
2017-05-31,122.59,124.72,120.22,124.72,12.472,47008000
2017-06-01,124.79,126.62,122.16,126.12,12.612,6497000
2017-06-02,126.94,132.07,126.34,131.9,13.19,6749000
2017-06-05,132.95,134.0,129.59,131.77,13.177,4167000
2017-06-06,130.54,134.2,129.73,132.87,13.287,3894000
2017-06-07,133.49,133.88,130.45,131.21,13.121,3766000
2017-06-08,131.93,133.54,129.03,133.54,13.354,3346000
2017-06-09,133.35,135.42,120.55,122.8,12.28,9326000
2017-06-12,121.0,121.46,111.0,118.57,11.857,10083000
2017-06-13,115.62,119.81,111.76,114.95,11.495,8278000
2017-06-14,114.95,116.33,112.04,113.02,11.302,5115000
2017-06-15,108.83,113.57,108.18,113.57,11.357,7596000
2017-06-16,115.3,116.88,113.44,114.92,11.492,38986000
2017-06-19,117.12,120.04,116.07,119.9,11.99,5882000
2017-06-20,120.99,121.85,117.61,118.05,11.805,4065000
2017-06-21,118.99,122.25,118.66,121.75,12.175,5962000
2017-06-22,121.16,122.0,119.4,121.15,12.115,2623000
2017-06-23,121.32,126.26,120.7,125.36,12.536,3254000
2017-06-26,126.0,128.12,119.6,122.22,12.222,5041000
2017-06-27,120.64,121.47,114.22,114.37,11.437,5211000
2017-06-28,114.95,116.71,111.99,116.63,11.663,3985000
2017-06-29,116.01,116.01,108.34,112.58,11.258,4714000
2017-06-30,111.5,114.29,110.99,112.6,11.26,4320000
2017-07-04,112.97,113.28,109.39,110.01,11.001,1183000
2017-07-05,110.99,116.2,110.99,114.76,11.476,4198000
2017-07-06,112.49,113.64,111.23,111.81,11.181,2453000
2017-07-07,112.17,114.9,112.13,114.75,11.475,2086000
2017-07-10,114.99,117.89,113.89,117.46,11.746,3127000
2017-07-11,117.46,119.55,116.47,118.14,11.814,2247000
2017-07-12,119.84,121.14,119.0,120.61,12.061,2656000
2017-07-13,122.36,123.5,117.78,118.52,11.852,2967000
2017-07-14,119.55,119.55,116.47,116.8,11.68,1673000
2017-07-17,116.51,117.99,113.65,115.03,11.503,2032000
2017-07-18,114.28,118.6,113.6,117.58,11.758,1929000
2017-07-19,117.85,118.92,114.96,115.97,11.597,1993000
2017-07-20,116.79,116.95,113.58,114.28,11.428,2315000
2017-07-21,113.31,114.47,111.99,112.11,11.211,2106000
2017-07-24,112.0,117.04,111.97,116.91,11.691,2644000
2017-07-25,117.05,117.17,113.58,115.11,11.511,2971000
2017-07-26,116.24,118.88,116.2,117.0,11.7,2767000
2017-07-27,117.83,119.23,111.11,113.81,11.381,6433000
2017-07-28,111.73,116.17,110.05,115.66,11.566,3299000
2017-07-31,116.99,117.95,114.18,114.89,11.489,4800000
2017-08-01,128.36,132.0,123.25,130.61,13.061,11535000
2017-08-02,131.0,131.49,122.23,123.72,12.372,8110000
2017-08-03,125.77,125.77,121.46,122.28,12.228,4096000
2017-08-04,122.52,124.24,121.5,121.81,12.181,2738000
2017-08-08,124.38,125.3,121.55,122.23,12.223,3579000
2017-08-09,120.8,122.6,119.85,120.97,12.097,3745000
2017-08-10,119.61,119.75,112.25,112.57,11.257,7134000
2017-08-11,112.01,117.9,112.01,116.39,11.639,4252000
2017-08-14,118.91,121.16,118.66,119.59,11.959,3519000
2017-08-15,120.46,120.53,118.22,118.69,11.869,2624000
2017-08-16,119.29,120.43,118.28,119.43,11.943,2772000
2017-08-17,119.48,121.07,118.49,118.55,11.855,5957000
2017-08-18,118.05,119.6,117.17,119.12,11.912,2681000
2017-08-21,119.12,121.26,119.12,121.15,12.115,3906000
2017-08-22,121.69,124.25,121.1,123.88,12.388,3152000
2017-08-23,123.12,128.98,122.68,128.59,12.859,4925000
